osmid,y,x,street_count,ref,highway,geometry
1449544294,22.5015833,114.1280443,3,,,POINT (114.1280443 22.5015833)
1449544316,22.5017626,114.1284793,3,,,POINT (114.1284793 22.5017626)
1599358635,22.5004229,114.1344963,4,,,POINT (114.1344963 22.5004229)
1599358687,22.5006242,114.1340842,3,,,POINT (114.1340842 22.5006242)
1599358786,22.5013273,114.1328804,3,,,POINT (114.1328804 22.5013273)
1599358847,22.5021956,114.1357636,3,,,POINT (114.1357636 22.5021956)
1599358895,22.5027358,114.1305358,3,,,POINT (114.1305358 22.5027358)
1599359017,22.5096881,114.1264615,3,,,POINT (114.1264615 22.5096881)
1606823930,22.5014435,114.1233774,3,,,POINT (114.1233774 22.5014435)
1606824172,22.5032338,114.1228099,3,,,POINT (114.1228099 22.5032338)
1606824184,22.5034685,114.1298204,4,,,POINT (114.1298204 22.5034685)
1606824210,22.504147,114.1306085,4,,,POINT (114.1306085 22.504147)
1606824214,22.5042317,114.1236791,3,,,POINT (114.1236791 22.5042317)
1606824240,22.5043235,114.125939,3,,,POINT (114.125939 22.5043235)
1606824249,22.5045286,114.1229745,3,,,POINT (114.1229745 22.5045286)
1606824250,22.5046803,114.1209333,3,,,POINT (114.1209333 22.5046803)
1606824259,22.5047016,114.1231628,1,,,POINT (114.1231628 22.5047016)
1606824271,22.5052275,114.121457,3,,,POINT (114.121457 22.5052275)
1606824309,22.5062597,114.1212017,2,,,POINT (114.1212017 22.5062597)
1606824347,22.506832,114.1270853,3,,,POINT (114.1270853 22.506832)
1606824353,22.5069428,114.1275516,3,,,POINT (114.1275516 22.5069428)
1606824362,22.5069481,114.121559,3,,,POINT (114.121559 22.5069481)
1606824413,22.5071837,114.1246629,1,,,POINT (114.1246629 22.5071837)
1606824569,22.507605,114.1221795,3,,,POINT (114.1221795 22.507605)
1606824636,22.5081972,114.1214925,3,,,POINT (114.1214925 22.5081972)
1606824701,22.5087166,114.127476,3,,,POINT (114.127476 22.5087166)
1606824734,22.5088375,114.1269863,1,,,POINT (114.1269863 22.5088375)
2418770847,22.5030702,114.1241717,3,,,POINT (114.1241717 22.5030702)
2609917525,22.50255,114.1319852,3,,,POINT (114.1319852 22.50255)
2609917661,22.5028226,114.1319922,3,,,POINT (114.1319922 22.5028226)
5043670116,22.5059019,114.1204656,1,,,POINT (114.1204656 22.5059019)
5084650532,22.5031936,114.1234074,4,,,POINT (114.1234074 22.5031936)
5084650536,22.5032005,114.1235537,4,,,POINT (114.1235537 22.5032005)
5084650541,22.5033118,114.1227016,3,,,POINT (114.1227016 22.5033118)
5138656090,22.5025117,114.1399897,3,,,POINT (114.1399897 22.5025117)
5138656102,22.5024176,114.1399327,4,,,POINT (114.1399327 22.5024176)
5221254563,22.5026921,114.1322335,3,,,POINT (114.1322335 22.5026921)
5221712401,22.5094925,114.1264128,3,,,POINT (114.1264128 22.5094925)
5221712404,22.5095578,114.1267446,3,,,POINT (114.1267446 22.5095578)
5221716285,22.5047056,114.1311435,3,,,POINT (114.1311435 22.5047056)
5226359228,22.5030333,114.1272051,3,,,POINT (114.1272051 22.5030333)
5226359296,22.5053945,114.1268983,4,,,POINT (114.1268983 22.5053945)
5377802903,22.5036622,114.1258404,3,,,POINT (114.1258404 22.5036622)
5472782249,22.5061343,114.1243118,3,,,POINT (114.1243118 22.5061343)
6028023398,22.5042734,114.1306244,4,,,POINT (114.1306244 22.5042734)
6028023399,22.5042128,114.1306857,4,,,POINT (114.1306857 22.5042128)
6286810234,22.5000743,114.1299623,4,,,POINT (114.1299623 22.5000743)
6611408864,22.5029443,114.1286119,3,,,POINT (114.1286119 22.5029443)
6694206552,22.5060857,114.1254486,4,,,POINT (114.1254486 22.5060857)
6694206553,22.5060326,114.1253924,4,,,POINT (114.1253924 22.5060326)
6695902579,22.5060202,114.1255483,4,,,POINT (114.1255483 22.5060202)
6695902580,22.5059358,114.125471,4,,,POINT (114.125471 22.5059358)
6779293972,22.5098857,114.1211148,3,,,POINT (114.1211148 22.5098857)
6779293979,22.5097676,114.1211438,3,,,POINT (114.1211438 22.5097676)
7151183323,22.5006069,114.1281517,3,,,POINT (114.1281517 22.5006069)
7151183329,22.5005049,114.1280238,3,,,POINT (114.1280238 22.5005049)
7151183331,22.5009213,114.1277597,3,,,POINT (114.1277597 22.5009213)
7151183337,22.5004752,114.1281789,3,,,POINT (114.1281789 22.5004752)
7331387499,22.5064775,114.1247974,3,,,POINT (114.1247974 22.5064775)
7369001317,22.5010037,114.1322147,3,,,POINT (114.1322147 22.5010037)
7369001321,22.5008507,114.1322371,3,,,POINT (114.1322371 22.5008507)
7369001322,22.5010525,114.1325163,3,,,POINT (114.1325163 22.5010525)
7369001373,22.5004246,114.1302854,3,,,POINT (114.1302854 22.5004246)
7369001381,22.5001298,114.1299006,4,,,POINT (114.1299006 22.5001298)
7369001382,22.5000501,114.1298192,3,,,POINT (114.1298192 22.5000501)
7380474734,22.5040732,114.1288052,4,,,POINT (114.1288052 22.5040732)
7491047783,22.5025505,114.1312717,1,,,POINT (114.1312717 22.5025505)
7500672163,22.5029145,114.1264363,1,,,POINT (114.1264363 22.5029145)
7500821299,22.5035287,114.128943,1,,,POINT (114.128943 22.5035287)
7500821369,22.5039972,114.1275857,3,,,POINT (114.1275857 22.5039972)
7500821439,22.5047518,114.1270653,3,,,POINT (114.1270653 22.5047518)
7500882174,22.506826,114.1274793,3,,,POINT (114.1274793 22.506826)
7502520963,22.503107,114.1327107,1,,,POINT (114.1327107 22.503107)
7509496107,22.5002258,114.1279302,3,,,POINT (114.1279302 22.5002258)
7509496115,22.5004851,114.1280342,3,,,POINT (114.1280342 22.5004851)
7572063361,22.5014247,114.1235746,3,,,POINT (114.1235746 22.5014247)
7572431450,22.501189,114.1221076,3,,,POINT (114.1221076 22.501189)
7572431495,22.5026231,114.122537,1,,,POINT (114.122537 22.5026231)
7572431717,22.5013741,114.1218026,1,,,POINT (114.1218026 22.5013741)
7649262964,22.5016068,114.1224969,1,,,POINT (114.1224969 22.5016068)
9385538460,22.5000235,114.1233636,3,,,POINT (114.1233636 22.5000235)
