osmid,y,x,highway,street_count,geometry
2269570871,22.5211005,114.0347542,,3,POINT (114.0347542 22.5211005)
2269583663,22.5227261,114.0361949,,3,POINT (114.0361949 22.5227261)
2269583676,22.521862,114.0348802,,3,POINT (114.0348802 22.521862)
2269583677,22.5223839,114.0330318,,3,POINT (114.0330318 22.5223839)
2269583678,22.5201789,114.0345796,,3,POINT (114.0345796 22.5201789)
2323527344,22.5264821,114.0271351,,3,POINT (114.0271351 22.5264821)
2323527349,22.5286338,114.0223945,,3,POINT (114.0223945 22.5286338)
2323527366,22.5277432,114.0234826,,3,POINT (114.0234826 22.5277432)
2323527380,22.5271951,114.0247445,,4,POINT (114.0247445 22.5271951)
2323527410,22.5280066,114.0261905,,3,POINT (114.0261905 22.5280066)
2323527428,22.5240264,114.0255544,,3,POINT (114.0255544 22.5240264)
2323527436,22.5230353,114.0247321,,3,POINT (114.0247321 22.5230353)
2323527440,22.5298369,114.0261193,,3,POINT (114.0261193 22.5298369)
2323527442,22.5280992,114.023046,,3,POINT (114.023046 22.5280992)
2323527471,22.5299301,114.0217837,,3,POINT (114.0217837 22.5299301)
2323527477,22.5209083,114.0291105,,4,POINT (114.0291105 22.5209083)
2323527539,22.5248655,114.0293387,,1,POINT (114.0293387 22.5248655)
2399021795,22.5219159,114.0313956,,3,POINT (114.0313956 22.5219159)
2399021821,22.5217869,114.0312843,,3,POINT (114.0312843 22.5217869)
2399021823,22.5218002,114.0314076,,3,POINT (114.0314076 22.5218002)
2399021838,22.5219009,114.0312705,,3,POINT (114.0312705 22.5219009)
2399038433,22.5209001,114.033401,,4,POINT (114.033401 22.5209001)
2399038434,22.5202741,114.03383,,4,POINT (114.03383 22.5202741)
2399038436,22.5221326,114.0325106,,1,POINT (114.0325106 22.5221326)
2399038438,22.5215166,114.0329632,,4,POINT (114.0329632 22.5215166)
2399038444,22.5209397,114.0320415,,3,POINT (114.0320415 22.5209397)
2399038449,22.5217073,114.0300714,,1,POINT (114.0300714 22.5217073)
2399038450,22.5219155,114.0302189,,1,POINT (114.0302189 22.5219155)
2399038451,22.521349,114.0307048,,3,POINT (114.0307048 22.521349)
2399038469,22.5218139,114.0334386,,3,POINT (114.0334386 22.5218139)
2399038473,22.5224001,114.0319831,,3,POINT (114.0319831 22.5224001)
2399038474,22.5213621,114.0327162,,4,POINT (114.0327162 22.5213621)
2399038475,22.5212044,114.033881,,3,POINT (114.033881 22.5212044)
2399038480,22.5207535,114.0331697,,4,POINT (114.0331697 22.5207535)
2399038481,22.520135,114.0336032,,4,POINT (114.0336032 22.520135)
2399038483,22.5203121,114.0324678,,4,POINT (114.0324678 22.5203121)
2399038485,22.5200912,114.0371527,,3,POINT (114.0371527 22.5200912)
2399038489,22.5205618,114.0342989,,3,POINT (114.0342989 22.5205618)
3556986842,22.5269124,114.0245903,,3,POINT (114.0245903 22.5269124)
3556987069,22.5271258,114.0234711,,3,POINT (114.0234711 22.5271258)
3556988631,22.5293135,114.020236,,3,POINT (114.020236 22.5293135)
4138689909,22.5278904,114.0295069,,3,POINT (114.0295069 22.5278904)
4981908070,22.5291787,114.0289691,,1,POINT (114.0289691 22.5291787)
4981908071,22.5298013,114.0292159,,3,POINT (114.0292159 22.5298013)
4981908084,22.5298425,114.0289937,,3,POINT (114.0289937 22.5298425)
4981908085,22.5292233,114.0282974,,3,POINT (114.0282974 22.5292233)
4981908097,22.5285446,114.0278776,,3,POINT (114.0278776 22.5285446)
6020564510,22.5233268,114.0370902,,3,POINT (114.0370902 22.5233268)
6020564517,22.5237211,114.0370888,,3,POINT (114.0370888 22.5237211)
6020564521,22.5237574,114.037867,,3,POINT (114.037867 22.5237574)
6020564527,22.5233522,114.0380063,,3,POINT (114.0380063 22.5233522)
6020564532,22.5265832,114.0321693,,3,POINT (114.0321693 22.5265832)
6020564541,22.5266687,114.0329494,,3,POINT (114.0329494 22.5266687)
6020564549,22.5259706,114.0332804,,3,POINT (114.0332804 22.5259706)
6020564585,22.5282463,114.0288597,,3,POINT (114.0288597 22.5282463)
6178116904,22.5263327,114.0234034,,3,POINT (114.0234034 22.5263327)
6178116905,22.525596,114.0226101,,3,POINT (114.0226101 22.525596)
6178116906,22.5260958,114.0217414,,3,POINT (114.0217414 22.5260958)
6178116907,22.5265054,114.0210132,,3,POINT (114.0210132 22.5265054)
6178116956,22.524553,114.0246212,,1,POINT (114.0246212 22.524553)
6178116959,22.5260898,114.0239943,,4,POINT (114.0239943 22.5260898)
6410194531,22.5241453,114.039364,,3,POINT (114.039364 22.5241453)
7701171849,22.5207932,114.0289314,,4,POINT (114.0289314 22.5207932)
7701171850,22.5207609,114.028992,,4,POINT (114.028992 22.5207609)
7701171879,22.5260595,114.0240485,,3,POINT (114.0240485 22.5260595)
7868781052,22.5268658,114.0316531,traffic_signals,4,POINT (114.0316531 22.5268658)
7868781069,22.5268015,114.031487,,3,POINT (114.031487 22.5268015)
8068348794,22.5259284,114.0228229,,3,POINT (114.0228229 22.5259284)
8068348795,22.5263275,114.023079,,3,POINT (114.023079 22.5263275)
8068348830,22.5269298,114.0245308,,4,POINT (114.0245308 22.5269298)
8068348836,22.5251331,114.023421,,3,POINT (114.023421 22.5251331)
8068348837,22.5251569,114.0235086,,3,POINT (114.0235086 22.5251569)
8068348862,22.5268279,114.0212348,,4,POINT (114.0212348 22.5268279)
8068348864,22.5267551,114.0221721,,3,POINT (114.0221721 22.5267551)
8068348867,22.5264222,114.0219563,,4,POINT (114.0219563 22.5264222)
8068348868,22.5261708,114.0240442,,3,POINT (114.0240442 22.5261708)
8068348883,22.5241096,114.0227784,,3,POINT (114.0227784 22.5241096)
8068348884,22.5241693,114.0228165,,4,POINT (114.0228165 22.5241693)
8068362785,22.5243295,114.0229186,,4,POINT (114.0229186 22.5243295)
8068362786,22.5240751,114.0228408,,3,POINT (114.0228408 22.5240751)
8068362787,22.5241346,114.0228791,,4,POINT (114.0228791 22.5241346)
8068362788,22.5242944,114.0229818,,4,POINT (114.0229818 22.5242944)
8071642644,22.5261426,114.024101,,4,POINT (114.024101 22.5261426)
8071642645,22.5261645,114.0253826,,1,POINT (114.0253826 22.5261645)
8071642688,22.521784,114.0271348,,3,POINT (114.0271348 22.521784)
8071642694,22.5220655,114.0270155,,3,POINT (114.0270155 22.5220655)
8071647064,22.5201902,114.0304797,,3,POINT (114.0304797 22.5201902)
8071647074,22.520965,114.0290023,,4,POINT (114.0290023 22.520965)
8071647079,22.5207201,114.0289153,,3,POINT (114.0289153 22.5207201)
8071647082,22.525959,114.0323249,,3,POINT (114.0323249 22.525959)
8071647090,22.5211331,114.0292612,,3,POINT (114.0292612 22.5211331)
8071647091,22.5216896,114.0296332,,3,POINT (114.0296332 22.5216896)
8071647092,22.5226139,114.0300903,,3,POINT (114.0300903 22.5226139)
8071647094,22.5257199,114.032327,,3,POINT (114.032327 22.5257199)
8071647104,22.5207116,114.028931,,3,POINT (114.028931 22.5207116)
8071647105,22.5219393,114.0296423,,3,POINT (114.0296423 22.5219393)
8071647107,22.5225479,114.0302069,,4,POINT (114.0302069 22.5225479)
8071647108,22.5239415,114.0309732,,4,POINT (114.0309732 22.5239415)
8071647109,22.5238742,114.0310934,,4,POINT (114.0310934 22.5238742)
8071647126,22.5208048,114.0293078,,3,POINT (114.0293078 22.5208048)
8071647127,22.5211598,114.0291244,,3,POINT (114.0291244 22.5211598)
8071647147,22.5210699,114.0288082,,3,POINT (114.0288082 22.5210699)
8185629248,22.5213929,114.038862,,1,POINT (114.038862 22.5213929)
8198614155,22.5266809,114.0328073,,3,POINT (114.0328073 22.5266809)
8198655525,22.5272333,114.0329069,,1,POINT (114.0329069 22.5272333)
8198655528,22.5271232,114.0330889,,3,POINT (114.0330889 22.5271232)
8198655607,22.5283516,114.0338594,,4,POINT (114.0338594 22.5283516)
8198655610,22.5283878,114.0337279,,3,POINT (114.0337279 22.5283878)
8198655615,22.5280351,114.0337498,,3,POINT (114.0337498 22.5280351)
8198655625,22.5282127,114.0341831,,3,POINT (114.0341831 22.5282127)
8577265830,22.5240731,114.0367141,,3,POINT (114.0367141 22.5240731)
8577265883,22.5230881,114.0247763,,4,POINT (114.0247763 22.5230881)
8577265884,22.5232388,114.0249025,,4,POINT (114.0249025 22.5232388)
8577265898,22.5281547,114.0259579,,3,POINT (114.0259579 22.5281547)
9608302581,22.5224087,114.0364268,,3,POINT (114.0364268 22.5224087)
9608302698,22.5212514,114.0338468,,3,POINT (114.0338468 22.5212514)
9608997541,22.5285483,114.0223928,,3,POINT (114.0223928 22.5285483)
9660848462,22.5235267,114.0374422,,4,POINT (114.0374422 22.5235267)
9660848463,22.5239648,114.0366455,,3,POINT (114.0366455 22.5239648)
9660848465,22.5269849,114.0311536,,3,POINT (114.0311536 22.5269849)
9660848467,22.5264041,114.0322097,,3,POINT (114.0322097 22.5264041)
9660848469,22.5258883,114.0331477,,3,POINT (114.0331477 22.5258883)
9660848480,22.5262372,114.0325132,,4,POINT (114.0325132 22.5262372)
9660848481,22.5261716,114.0326326,,4,POINT (114.0326326 22.5261716)
9660848487,22.5234094,114.0376557,,3,POINT (114.0376557 22.5234094)
